list_date,isbn13,rank,weeks_on_list,title,author,publisher,description,month
2018-09-30,9781328613042,9,3,THE FALL OF GONDOLIN,J.R.R. Tolkien,Houghton Mifflin Harcourt,"Thousands of years before the events of “The Lord of the Rings,” a hero named Tuor visits a secret city. Edited by Christopher Tolkien.",9
2018-09-30,9781501180989,10,17,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,9
2018-09-30,9780399574948,11,1,ROBERT B. PARKER'S COLORBLIND,Reed Farrel Coleman,Putnam,Police chief Jesse Stone works to solve racially motivated crimes and to clear the department's first black female deputy.,9
2018-09-30,9780425284681,12,52,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,9
2018-09-30,9780525522478,13,2,DEPTH OF WINTER,Craig Johnson,Viking,Sheriff Longmire takes on the head of a drug cartel in a remote area of the northern Mexican desert.,9
2018-09-30,9780735224292,14,48,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,An artist upends a quiet town outside Cleveland.,9
2018-09-30,9780062678416,15,31,THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,9
2018-10-07,9780316422734,1,1,LETHAL WHITE,Robert Galbraith,"Mulholland/Little, Brown","The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously.",10
2018-10-07,9780316474122,2,2,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,10
2018-10-07,9780399564512,3,1,TIME'S CONVERT,Deborah Harkness,Viking,"During his lover's journey to immortality, a vampire's past returns to haunt them both.",10
2018-10-07,9780525539094,4,1,SEA PRAYER,Khaled Hosseini,Riverhead,"A father reflects on the life he and his son left behind in Syria, and the dangers of the journey before them.",10
2018-10-07,9780735219069,5,2,SHADOW TYRANTS,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo and his crew fight two destructive adversaries.,10
2018-10-07,9781250161567,6,3,LEVERAGE IN DEATH,J.D. Robb,St. Martin's,Lieutenant Eve Dallas investigates a mysterious act of terror.,10
2018-10-07,9780735219090,7,3,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10
2018-10-07,9780399179266,8,3,IN HIS FATHER'S FOOTSTEPS,Danielle Steel,Delacorte,The son of two Holocaust survivors struggles to become his own person after his marriage falls apart.,10
2018-10-07,9780316412698,9,16,THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",President Jonathan Duncan takes on adversaries at home and abroad.,10
2018-10-07,9780316556668,10,6,TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",Rory Yates's job and reputation are at risk when he is accused of killing his ex-wife.,10
2018-10-07,9781501180989,11,18,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,10
2018-10-07,9780525483700,12,2,THE FORBIDDEN DOOR,Dean Koontz,Bantam,"Jane Hawk, a former F.B.I. agent, must stop a secret group using mind-control technology.",10
2018-10-07,9781328613042,13,4,THE FALL OF GONDOLIN,J.R.R. Tolkien,Houghton Mifflin Harcourt,"Thousands of years before the events of “The Lord of the Rings,” a hero named Tuor visits a secret city. Edited by Christopher Tolkien.",10
2018-10-07,9780425284681,14,53,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,10
2018-10-07,9780062668691,15,1,THE LABYRINTH OF THE SPIRITS,Carlos Ruiz Zafón,Harper,The final volume of the author's novel set in the Cemetery of Forgotten Books. Alicia Gris uncovers a conspiracy in Spanish history.,10
2018-10-14,9781524743444,1,1,AN ABSOLUTELY REMARKABLE THING,Hank Green,Dutton,"After posting a video that goes viral, April May must deal with the pressures of becoming an internet sensation.",10
2018-10-14,9781501190599,2,1,VINCE FLYNN: RED WAR,Kyle Mills,Emily Bestler/Atria,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",10
2018-10-14,9780316474122,3,3,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,10
2018-10-14,9780316176637,4,1,TRANSCRIPTION,Kate Atkinson,"Little, Brown","Ten years later, figures from a BBC radio producer’s past as an M15 recruit in 1940 confront her.",10
2018-10-14,9780316422734,5,2,LETHAL WHITE,Robert Galbraith,"Mulholland/Little, Brown","The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously.",10
2018-10-14,9780735219090,6,4,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10
2018-10-14,9780765387523,7,1,VENGEFUL,V.E. Schwab,Tor,Marcella Riggins pits two ExtraOrdinaries against one another as she menaces the city of Merit.,10
2018-10-14,9780399564512,8,2,TIME'S CONVERT,Deborah Harkness,Viking,"During his lover's journey to immortality, a vampire's past returns to haunt them both.",10
2018-10-14,9780735219069,9,3,SHADOW TYRANTS,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo and his crew fight two destructive adversaries.,10
2018-10-14,9780399179266,10,4,IN HIS FATHER'S FOOTSTEPS,Danielle Steel,Delacorte,The son of two Holocaust survivors struggles to become his own person after his marriage falls apart.,10
2018-10-14,9781250161567,11,4,LEVERAGE IN DEATH,J.D. Robb,St. Martin's,Lieutenant Eve Dallas investigates a mysterious act of terror.,10
2018-10-14,9781501180989,12,19,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,10
2018-10-14,9780425284681,13,54,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,10
2018-10-14,9780316412698,14,17,THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",President Jonathan Duncan takes on adversaries at home and abroad.,10
2018-10-14,9780525655619,15,1,HIPPIE,Paulo Coelho,Knopf,A young Brazillian man and a Dutch woman explore their relationship as they travel across Europe and Central Asia to Kathmandu.,10
2018-10-21,9780345544988,1,1,A SPARK OF LIGHT,Jodi Picoult,Ballantine,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",10
2018-10-21,9781501190599,2,2,VINCE FLYNN: RED WAR,Kyle Mills,Emily Bestler/Atria,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",10
2018-10-21,9781524743444,3,2,AN ABSOLUTELY REMARKABLE THING,Hank Green,Dutton,"After posting a video that goes viral, April May must deal with the pressures of becoming an internet sensation.",10
2018-10-21,9780399181283,4,1,ALASKAN HOLIDAY,Debbie Macomber,Ballantine,"A Seattleite cook stuck in remote Ponder, Alaska, grapples with her feelings for the local swordsmith.",10
2018-10-21,9781524732646,5,1,BLOOD COMMUNION,Anne Rice,Knopf,The latest in the Vampire Chronicles series details Prince Lestat’s reign over the vampire world.,10
2018-10-21,9780316474122,6,4,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,10
2018-10-21,9780316422734,7,3,LETHAL WHITE,Robert Galbraith,"Mulholland/Little, Brown","The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously.",10
2018-10-21,9780735219090,8,5,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10
2018-10-21,9781481483506,9,1,UNCOMPROMISING HONOR,David Weber,Baen,The 19th book in the Honor Harrington series. The Star Kingdom’s Grand Fleet commander takes on the Solarian League’s corrupt leaders and its navy.,10
2018-10-21,9780062563170,10,1,WAR OF THE WOLF,Bernard Cornwell,Harper,The Saxon Tales series continues as Uhtred of Bebbanburg fights a new foe who controls an army of wolf-warriors and wants to rule Northumbria.,10
2018-10-21,9780316176637,11,2,TRANSCRIPTION,Kate Atkinson,"Little, Brown","Ten years later, figures from a BBC radio producer’s past as an M15 recruit in 1940 confront her.",10
2018-10-21,9780399564512,12,3,TIME'S CONVERT,Deborah Harkness,Viking,"During his lover's journey to immortality, a vampire's past returns to haunt them both.",10
2018-10-21,9780735219069,13,4,SHADOW TYRANTS,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo and his crew fight two destructive adversaries.,10
2018-10-21,9781501180989,14,20,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,10
2018-10-21,9780399179266,15,5,IN HIS FATHER'S FOOTSTEPS,Danielle Steel,Delacorte,The son of two Holocaust survivors struggles to become his own person after his marriage falls apart.,10
2018-10-28,9780062294449,1,1,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",10
2018-10-28,9780735217324,2,1,HOLY GHOST,John Sandford,Putnam,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.,10
2018-10-28,9781451649390,3,1,THE CLOCKMAKER'S DAUGHTER,Kate Morton,Atria,A century-old mystery at the Birchwood Manor on the Thames connects the lives of an archivist and artist.,10
2018-10-28,9780316273985,4,1,AMBUSH,James Patterson and James O. Born,"Little, Brown",Michael Bennett discovers that an assassin is targeting him and his family.,10
2018-10-28,9780316435512,5,1,WINTER IN PARADISE,Elin Hilderbrand,"Little, Brown",Irene Steele uncovers her husband’s secret life on a Caribbean island following his death.,10
2018-10-28,9780345544988,6,2,A SPARK OF LIGHT,Jodi Picoult,Ballantine,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",10
2018-10-28,9780735224629,7,1,THE WITCH ELM,Tana French,Viking,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past.",10
2018-10-28,9780525520047,8,1,KILLING COMMENDATORE,Haruki Murakami,Knopf,The discovery of an unseen work in an artist’s attic unleashes a series of bizarre occurrences that a painter must navigate.,10
2018-10-28,9781501190599,9,3,VINCE FLYNN: RED WAR,Kyle Mills,Emily Bestler/Atria,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",10
2018-10-28,9780735219090,10,6,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10
2018-10-28,9780399181283,11,2,ALASKAN HOLIDAY,Debbie Macomber,Ballantine,"A Seattleite cook stuck in remote Ponder, Alaska, grapples with her feelings for the local swordsmith.",10
2018-10-28,9780316422734,12,4,LETHAL WHITE,Robert Galbraith,"Mulholland/Little, Brown","The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously.",10
2018-10-28,9780316474122,13,5,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,10
2018-10-28,9781524743444,14,3,AN ABSOLUTELY REMARKABLE THING,Hank Green,Dutton,"After posting a video that goes viral, April May must deal with the pressures of becoming an internet sensation.",10
2018-10-28,9780374156060,15,1,THE FLAME,Leonard Cohen,"Farrar, Straus & Giroux","The poet and musician’s final work, filled with poems, lyrics, notebook excerpts and drawings.",10
2018-11-04,9781538728529,1,1,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,11
2018-11-04,9780062294449,2,2,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",11
2018-11-04,9780062684561,3,1,UNSHELTERED,Barbara Kingsolver,Harper,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",11
2018-11-04,9780345544988,4,3,A SPARK OF LIGHT,Jodi Picoult,Ballantine,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",11
2018-11-04,9780316273985,5,2,AMBUSH,James Patterson and James O. Born,"Little, Brown",Michael Bennett discovers that an assassin is targeting him and his family.,11
2018-11-04,9780735217324,6,2,HOLY GHOST,John Sandford,Putnam,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.,11
2018-11-04,9780735224629,7,2,THE WITCH ELM,Tana French,Viking,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past.",11
2018-11-04,9781501190599,8,4,VINCE FLYNN: RED WAR,Kyle Mills,Emily Bestler/Atria,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",11
2018-11-04,9780316435512,9,2,WINTER IN PARADISE,Elin Hilderbrand,"Little, Brown",Irene Steele uncovers her husband’s secret life on a Caribbean island following his death.,11
2018-11-04,9781501170010,10,1,WHEN WE WERE YOUNG,Karen Kingsbury,Howard,The reality of Noah and Emily Carter’s marriage is different from the one curated for their social media followers.,11
2018-11-04,9780735219090,11,7,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",11
2018-11-04,9781451649390,12,2,THE CLOCKMAKER'S DAUGHTER,Kate Morton,Atria,A century-old mystery at the Birchwood Manor on the Thames connects the lives of an archivist and artist.,11
2018-11-04,9780735219229,13,1,DESPERATE MEASURES,Stuart Woods,Putnam,The 47th book in the Stone Barrington series.,11
2018-11-04,9780399181283,14,3,ALASKAN HOLIDAY,Debbie Macomber,Ballantine,"A Seattleite cook stuck in remote Ponder, Alaska, grapples with her feelings for the local swordsmith.",11
2018-11-04,9780525520047,15,2,KILLING COMMENDATORE,Haruki Murakami,Knopf,The discovery of an unseen work in an artist’s attic unleashes a series of bizarre occurrences that a painter must navigate.,11
2018-11-11,9780385544153,1,1,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.,11
2018-11-11,9781538728529,2,2,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,11
2018-11-11,9780062294449,3,3,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",11
2018-11-11,9780062684561,4,2,UNSHELTERED,Barbara Kingsolver,Harper,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",11
2018-11-11,9780345544988,5,4,A SPARK OF LIGHT,Jodi Picoult,Ballantine,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",11
